,Best Picture,Certificate (GB),Certificate (US),Production Companies (1st),Title,IMDB Rating,genres,plot_keywords,genres_encoded,genres_decode,production_company_encoded,plot_keywords_encoded,plot_keywords_decode
16488,,15,Not Rated,Foe Killer Films,Too Late,6.6,"['Drama', 'Mystery', 'Thriller']","['relationship', 'woman', 'help']",[ 7 15 21],['Drama' 'Mystery' 'Thriller'],3471,[68 92 36],['relationship' 'woman' 'help']
16489,,15,Not Rated,Rediation Pictures,In Bloom,6.4,"['Drama', 'Romance', 'Thriller']","['men', 'young']",[ 7 18 21],['Drama' 'Romance' 'Thriller'],6406,[55 99],['men' 'young']
16490,,15,Not Rated,Easy Open Productions,Here Alone,5.6,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']","['forced', 'woman', 'young', 'mysterious']",[ 7 12 19 21],['Drama' 'Horror' 'Sci-Fi' 'Thriller'],2922,[28 92 99 58],['forced' 'woman' 'young' 'mysterious']
16491,,15,Not Rated,Black Fawn Films,Let Her Out,4.5,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['soon', 'begins', 'discovers']",[12 15 19 21],['Horror' 'Mystery' 'Sci-Fi' 'Thriller'],1375,[77  2 16],['soon' 'begins' 'discovers']
16492,,15,Not Rated,Bert Marcus Productions,Champs,7.2,"['Documentary', 'Biography', 'Sport']","['documentary', 'lives']",[ 6  3 20],['Documentary' 'Biography' 'Sport'],1274,[17 46],['documentary' 'lives']
16493,,15,Not Rated,Listen Film,Listening,5.6,"['Drama', 'Sci-Fi', 'Thriller']","['future', 'team', 'lives']",[ 7 19 21],['Drama' 'Sci-Fi' 'Thriller'],4872,[31 82 46],['future' 'team' 'lives']
16494,,,,Aspire Motion Pictures,The Honeymoon Phase,4.5,"['Horror', 'Sci-Fi', 'Thriller']","['young', 'day']",[12 19 21],['Horror' 'Sci-Fi' 'Thriller'],877,[99 12],['young' 'day']
16495,,,R,Yale Productions,Welcome the Stranger,4.4,"['Drama', 'Mystery']","['long', 'home', 'brother', 'begins', 'mysterious']",[ 7 15],['Drama' 'Mystery'],7973,[49 38  5  2 58],['long' 'home' 'brother' 'begins' 'mysterious']
16496,,15,Not Rated,BBC Films,Just Jim,5.7,"['Comedy', 'Drama', 'Thriller']","['town', 'american', 'new']",[ 4  7 21],['Comedy' 'Drama' 'Thriller'],1011,[85  1 59],['town' 'american' 'new']
16497,,U,PG,Amber Entertainment,Molly Moon and the Incredible Book of Hypnotism,5.2,"['Adventure', 'Family', 'Fantasy']",[],[1 8 9],['Adventure' 'Family' 'Fantasy'],583,[],[]
16498,,15,,Uncommon Creative Studio,This Much I Know to Be True,7.7,"['Documentary', 'Music']",['relationship'],[ 6 13],['Documentary' 'Music'],7647,[68],['relationship']
16499,,15,Not Rated,Eagle Rock Film Productions,Black Sabbath: The End Of The End,7.4,"['Documentary', 'Music']",['documentary'],[ 6 13],['Documentary' 'Music'],2907,[17],['documentary']
16500,,PG,Not Rated,Three P Films,Led Zeppelin: Celebration Day,8.7,"['Documentary', 'Music']",['documentary'],[ 6 13],['Documentary' 'Music'],7473,[17],['documentary']
16502,,,TV-MA,Green 13 Films,Dark Beacon,3.7,"['Horror', 'Thriller']","['finds', 'father', 'mother', 'save', 'way']",[12 21],['Horror' 'Thriller'],3875,[26 23 56 71 90],['finds' 'father' 'mother' 'save' 'way']
16503,,,Unrated,Abandoned Films,From the Dark,4.9,"['Horror', 'Thriller']","['night', 'couple']",[12 21],['Horror' 'Thriller'],336,[60  9],['night' 'couple']
16504,,U,G,Screen Australia,Maya the Bee Movie,5.9,"['Animation', 'Adventure', 'Comedy', 'Family']",[],[2 1 4 8],['Animation' 'Adventure' 'Comedy' 'Family'],6720,[],[]
16505,,12,TV-14,ABC Commercial,Stop at Nothing: The Lance Armstrong Story,7.5,"['Documentary', 'Biography', 'Sport']","['story', 'documentary', 'man']",[ 6  3 20],['Documentary' 'Biography' 'Sport'],257,[79 17 53],['story' 'documentary' 'man']
16506,,,,International Film Base,Tabernacle 101,3.8,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['death', 'evil', 'goes', 'run']",[ 7  9 12 15 19 21],['Drama' 'Fantasy' 'Horror' 'Mystery' 'Sci-Fi' 'Thriller'],4377,[14 19 34 70],['death' 'evil' 'goes' 'run']
16507,,,PG-13,Global Produce,Zero Days,7.7,['Documentary'],['documentary'],[6],['Documentary'],3756,[17],['documentary']
16508,,,TV-PG,A Netflix Original Documentary,Mercury 13,7.0,['Documentary'],"['small', 'group', 'men']",[6],['Documentary'],227,[75 35 55],['small' 'group' 'men']
16509,,12,TV-14,Jigsaw Productions,Totally Under Control,7.7,['Documentary'],['look'],[6],['Documentary'],4494,[50],['look']
16510,,PG,PG,Amazon Studios,Lucy and Desi,7.7,"['Documentary', 'Biography', 'Comedy', 'Drama', 'History']","['death', 'relationship', 'long', 'film', 'love']",[ 6  3  4  7 11],['Documentary' 'Biography' 'Comedy' 'Drama' 'History'],582,[14 68 49 25 51],['death' 'relationship' 'long' 'film' 'love']
16511,,Not Rated,Not Rated,ARTE,"Park Avenue: Money, Power and the American Dream",7.3,"['Documentary', 'Biography', 'History']",['people'],[ 6  3 11],['Documentary' 'Biography' 'History'],310,[64],['people']
16512,,15,R,BBC Storyville,Gonzo,7.6,"['Documentary', 'Biography', 'Music']",[],[ 6  3 13],['Documentary' 'Biography' 'Music'],1015,[],[]
16513,,,Not Rated,ARTE,The Nomi Song,7.4,"['Documentary', 'Biography', 'Music']","['death', 'city', 'real', 'york', 'high', 'man', 'young', 'new', 'day', 'mysterious']",[ 6  3 13],['Documentary' 'Biography' 'Music'],310,[14  6 67 98 37 53 99 59 12 58],"['death' 'city' 'real' 'york' 'high' 'man' 'young' 'new' 'day'
 'mysterious']"
16514,,15,Not Rated,Angel TV,Night Will Fall,8.0,"['Documentary', 'History', 'War']","['war', 'documentary', 'world', 'film', 'turns', 'discover']",[ 6 11 22],['Documentary' 'History' 'War'],652,[89 17 95 25 88 15],['war' 'documentary' 'world' 'film' 'turns' 'discover']
16515,,,,CTM Docs,Strike a Pose,7.2,"['Documentary', 'Music']",['story'],[ 6 13],['Documentary' 'Music'],1787,[79],['story']
16516,Nominated,12,PG-13,Cinereach,Beasts of the Southern Wild,7.2,"['Adventure', 'Drama', 'Fantasy']","['father', 'love', 'year', 'old']",[1 7 9],['Adventure' 'Drama' 'Fantasy'],2176,[23 51 96 61],['father' 'love' 'year' 'old']
16518,,,Not Rated,Lake Productions,The Falls: Covenant of Grace,7.0,"['Drama', 'Romance']","['long', 'falls', 'years', 'film', 'love']",[ 7 18],['Drama' 'Romance'],4716,[49 21 97 25 51],['long' 'falls' 'years' 'film' 'love']
16519,,18,R,Full Moon Entertainment,Shadowzone,5.1,"['Horror', 'Sci-Fi']",[],[12 19],['Horror' 'Sci-Fi'],3598,[],[]
16520,,18,R,Modernciné,The Woman,6.0,"['Drama', 'Horror', 'Thriller']","['lives', 'family']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],5384,[46 22],['lives' 'family']
16521,,18,TV-MA,September17Studio,Extracurricular,5.0,"['Drama', 'Horror', 'Thriller']","['school', 'high']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],6762,[72 37],['school' 'high']
16522,,,Not Rated,Godmother Industries,Head Count,5.4,"['Horror', 'Mystery', 'Thriller']","['college', 'group']",[12 15 21],['Horror' 'Mystery' 'Thriller'],3768,[ 7 35],['college' 'group']
16523,,,Not Rated,Jaro/Noelle Production,All We Had,5.9,['Drama'],"['mother', 'daughter', 'life', 'make']",[7],['Drama'],4468,[56 11 45 52],['mother' 'daughter' 'life' 'make']
16524,,15,R,Universal Pictures,The Breakfast Club,7.8,"['Comedy', 'Drama']","['school', 'high', 'discover']",[4 7],['Comedy' 'Drama'],7676,[72 37 15],['school' 'high' 'discover']
16525,,15,Not Rated,Bronwyn Cornelius Productions,Untitled Horror Movie,4.9,"['Comedy', 'Horror']",['film'],[ 4 12],['Comedy' 'Horror'],1660,[25],['film']
16526,,PG,TV-PG,Imagine Entertainment,Wedding Season,6.3,"['Comedy', 'Romance']",[],[ 4 18],['Comedy' 'Romance'],4277,[],[]
16527,,15,Not Rated,Zapruder Films,The Dirties,6.8,"['Crime', 'Drama']","['school', 'best', 'friends', 'high']",[5 7],['Crime' 'Drama'],8002,[72  3 30 37],['school' 'best' 'friends' 'high']
16528,,18,Not Rated,DeadAir Films,Gutterbug,6.2,"['Crime', 'Drama']","['drug', 'home', 'way']",[5 7],['Crime' 'Drama'],2641,[18 38 90],['drug' 'home' 'way']
16529,,,Not Rated,Castel Film Romania,Funny Money,5.2,['Comedy'],"['finds', 'man']",[4],['Comedy'],1934,[26 53],['finds' 'man']
16530,,,,Witching Season Films,They Live Inside Us,3.6,['Horror'],"['house', 'living', 'story', 'soon', 'night', 'man', 'new']",[12],['Horror'],7934,[39 47 79 77 60 53 59],['house' 'living' 'story' 'soon' 'night' 'man' 'new']
16531,,,,Souvenir Films,Antidote,4.9,"['Horror', 'Thriller']","['woman', 'secret', 'young']",[12 21],['Horror' 'Thriller'],6991,[92 73 99],['woman' 'secret' 'young']
16532,,,,PoleStar Productions,Brokedown,5.3,"['Horror', 'Thriller']","['couple', 'group']",[12 21],['Horror' 'Thriller'],6107,[ 9 35],['couple' 'group']
16533,,15,R,Boies Schiller Entertainment,Where's the Money,5.1,['Comedy'],"['man', 'young']",[4],['Comedy'],1504,[53 99],['man' 'young']
16534,,15,PG,Twentieth Century Fox,I Ought to Be in Pictures,6.1,"['Comedy', 'Drama']","['look', 'story', 'night', 'life', 'york', 'years', 'new']",[4 7],['Comedy' 'Drama'],7610,[50 79 60 45 98 97 59],['look' 'story' 'night' 'life' 'york' 'years' 'new']
16535,,,Unrated,Little Unicorn Productions,Driven to Dance,5.0,['Drama'],"['mother', 'takes', 'world', 'make']",[7],['Drama'],4892,[56 81 95 52],['mother' 'takes' 'world' 'make']
16537,,15,Unrated,Milton Ventures Media,From Zero to I Love You,6.2,"['Drama', 'Romance']","['lives', 'men', 'man']",[ 7 18],['Drama' 'Romance'],5337,[46 55 53],['lives' 'men' 'man']
16538,,,,Johnson Production Group,Killer Under the Bed,4.3,"['Horror', 'Thriller']","['finds', 'world']",[12 21],['Horror' 'Thriller'],4510,[26 95],['finds' 'world']
16539,,,Not Rated,Synthetic Cinema International,Deep in the Darkness,4.6,"['Horror', 'Thriller']","['small', 'soon', 'town', 'family', 'home', 'secret', 'discovers']",[12 21],['Horror' 'Thriller'],7232,[75 77 85 22 38 73 16],['small' 'soon' 'town' 'family' 'home' 'secret' 'discovers']
16540,,,PG,RiverRain Productions,David and Goliath,3.9,"['Action', 'Adventure', 'Drama', 'Fantasy']","['follows', 'takes', 'young']",[0 1 7 9],['Action' 'Adventure' 'Drama' 'Fantasy'],6499,[27 81 99],['follows' 'takes' 'young']
16541,,15,R,Lighthouse Pictures,Margaux,4.5,"['Horror', 'Thriller']","['house', 'friends', 'college', 'group']",[12 21],['Horror' 'Thriller'],4840,[39 30  7 35],['house' 'friends' 'college' 'group']
16542,,18,Not Rated,Aurora Digital Post,Deadly Virtues: Love.Honour.Obey.,4.8,"['Drama', 'Thriller']","['house', 'husband', 'woman', 'couple']",[ 7 21],['Drama' 'Thriller'],937,[39 40 92  9],['house' 'husband' 'woman' 'couple']
16543,,15,R,Fu Works,Amphibious Creature of the Deep,3.4,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']","['boy', 'daughter', 'life', 'friends', 'help', 'run', 'mysterious', 'old']",[ 0  1  4  9 12 19 21],['Action' 'Adventure' 'Comedy' 'Fantasy' 'Horror' 'Sci-Fi' 'Thriller'],3585,[ 4 11 45 30 36 70 58 61],['boy' 'daughter' 'life' 'friends' 'help' 'run' 'mysterious' 'old']
16544,,PG,TV-Y7,Dark Horse Entertainment,Chickenhare and the Hamster of Darkness,6.3,"['Animation', 'Adventure', 'Comedy', 'Family']","['follows', 'young']",[2 1 4 8],['Animation' 'Adventure' 'Comedy' 'Family'],2569,[27 99],['follows' 'young']
16545,,PG,TV-Y7,Octopolis,Bigfoot Family,5.8,"['Animation', 'Adventure', 'Family']","['father', 'mother', 'son', 'fight', 'new']",[2 1 8],['Animation' 'Adventure' 'Family'],5739,[23 56 76 24 59],['father' 'mother' 'son' 'fight' 'new']
16546,,PG,,AJH Films,Where Is Anne Frank,6.4,"['Animation', 'Drama', 'Family', 'History']",['girl'],[ 2  7  8 11],['Animation' 'Drama' 'Family' 'History'],280,[33],['girl']
16547,,,,87 Films,Thorne: Scaredycat,6.5,"['Crime', 'Drama', 'Mystery', 'Thriller']",[],[ 5  7 15 21],['Crime' 'Drama' 'Mystery' 'Thriller'],201,[],[]
16548,,12A,PG-13,Universal Pictures,Senna,8.5,"['Documentary', 'Biography', 'Sport']","['death', 'documentary', 'world']",[ 6  3 20],['Documentary' 'Biography' 'Sport'],7676,[14 17 95],['death' 'documentary' 'world']
16550,,,TV-PG,Decoding Pictures Limited,Kim Dotcom: Caught in the Web,7.0,"['Documentary', 'Biography', 'Thriller']","['story', 'man']",[ 6  3 21],['Documentary' 'Biography' 'Thriller'],2651,[79 53],['story' 'man']
16551,,15,Unrated,Banger Films,Super Duper Alice Cooper,7.3,"['Documentary', 'Biography', 'Music']","['story', 'teenage', 'documentary', 'son', 'group', 'man']",[ 6  3 13],['Documentary' 'Biography' 'Music'],1130,[79 83 17 76 35 53],['story' 'teenage' 'documentary' 'son' 'group' 'man']
16552,,15,R,Answers Productions,Talhotblond:,6.8,"['Documentary', 'Crime', 'Thriller']","['true', 'murder', 'story', 'crime', 'teenage', 'real', 'life', 'takes', 'love', 'men']",[ 6  5 21],['Documentary' 'Crime' 'Thriller'],685,[87 57 79 10 83 67 45 81 51 55],"['true' 'murder' 'story' 'crime' 'teenage' 'real' 'life' 'takes' 'love'
 'men']"
16553,,,Unrated,Actual Films,The Rape of Europa,7.7,"['Documentary', 'History', 'War']","['story', 'war', 'world']",[ 6 11 22],['Documentary' 'History' 'War'],390,[79 89 95],['story' 'war' 'world']
16554,,12A,,Motlys Film- og TV-produksjon,a-ha: The Movie,7.0,"['Documentary', 'Biography', 'Music']","['true', 'story', 'follows', 'men', 'young']",[ 6  3 13],['Documentary' 'Biography' 'Music'],5443,[87 79 27 55 99],['true' 'story' 'follows' 'men' 'young']
16555,,15,R,Film4,Amy,7.8,"['Documentary', 'Biography', 'Music']",['life'],[ 6  3 13],['Documentary' 'Biography' 'Music'],3334,[45],['life']
16556,,,PG-13,Swordspoint Productions,Copperhead,5.6,['Drama'],"['war', 'york', 'family', 'american', 'new']",[7],['Drama'],7226,[89 98 22  1 59],['war' 'york' 'family' 'american' 'new']
16557,,18,Unrated,Dark Rift Films,Book of Monsters,4.7,"['Action', 'Comedy', 'Horror']","['house', 'friends']",[ 0  4 12],['Action' 'Comedy' 'Horror'],2576,[39 30],['house' 'friends']
16558,,,Unrated,Astute Films,An Interview with God,5.8,"['Drama', 'Mystery']","['finds', 'world']",[ 7 15],['Drama' 'Mystery'],892,[26 95],['finds' 'world']
16559,,,Not Rated,SVF Entertainment,Mountain of the Moon,6.4,"['Action', 'Adventure', 'Mystery']","['future', 'family', 'journey', 'young']",[ 0  1 15],['Action' 'Adventure' 'Mystery'],6625,[31 22 42 99],['future' 'family' 'journey' 'young']
16560,,15,TV-MA,Blumhouse Television,Torn Hearts,5.2,"['Drama', 'Horror', 'Music', 'Thriller']",['follows'],[ 7 12 13 21],['Drama' 'Horror' 'Music' 'Thriller'],1487,[27],['follows']
16561,,15,,KC Film Office,The House on Pine Street,5.2,"['Drama', 'Horror', 'Mystery', 'Thriller']","['house', 'woman', 'film', 'young']",[ 7 12 15 21],['Drama' 'Horror' 'Mystery' 'Thriller'],4550,[39 92 25 99],['house' 'woman' 'film' 'young']
16562,,,,Elliander Pictures,Cosmos,6.0,"['Adventure', 'Mystery', 'Sci-Fi']",['team'],[ 1 15 19],['Adventure' 'Mystery' 'Sci-Fi'],3002,[82],['team']
16563,,PG,16+,Meltdown Productions,When the Wind Blows,7.7,"['Animation', 'Drama', 'War']","['war', 'couple']",[ 2  7 22],['Animation' 'Drama' 'War'],5261,[89  9],['war' 'couple']
16565,,18,Not Rated,Arcani Pictures,Blood Widow,3.0,['Horror'],"['city', 'just', 'couple', 'friends', 'home', 'young']",[12],['Horror'],753,[ 6 43  9 30 38 99],['city' 'just' 'couple' 'friends' 'home' 'young']
16566,,PG,,Moving Image Productions,Summer Night,4.9,"['Comedy', 'Drama']","['story', 'young']",[4 7],['Comedy' 'Drama'],5461,[79 99],['story' 'young']
16567,,U,G,Cineplex Odeon Films,Prancer,6.4,"['Drama', 'Family', 'Fantasy']","['girl', 'father', 'time']",[7 8 9],['Drama' 'Family' 'Fantasy'],2172,[33 23 84],['girl' 'father' 'time']
16568,,,Not Rated,A7SLE Films,Johnny Frank Garrett's Last Word,5.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']","['murder', 'man', 'young']",[ 5  7 12 15 21],['Crime' 'Drama' 'Horror' 'Mystery' 'Thriller'],254,[57 53 99],['murder' 'man' 'young']
16569,,18,R,Woodhaven Production Company,Inkubus,3.8,['Horror'],"['murder', 'story', 'girl', 'soon', 'night', 'police', 'takes', 'years', 'world', 'begins']",[12],['Horror'],7946,[57 79 33 77 60 65 81 97 95  2],"['murder' 'story' 'girl' 'soon' 'night' 'police' 'takes' 'years' 'world'
 'begins']"
16570,,15,R,Mad Descent,The Djinn,4.8,"['Horror', 'Thriller']",['boy'],[12 21],['Horror' 'Thriller'],5058,[4],['boy']
16571,,18,TV-MA,Sarke Studio,Landmine Goes Click,5.8,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']","['forced', 'american']",[ 0  5  7 12 21],['Action' 'Crime' 'Drama' 'Horror' 'Thriller'],6677,[28  1],['forced' 'american']
16572,,15,16+,3GI Industries,Shrek Retold,7.4,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",['order'],[2 1 4 9],['Animation' 'Adventure' 'Comedy' 'Fantasy'],131,[62],['order']
16573,,15,R,Mepris Films,The Shape of Things,6.6,"['Comedy', 'Drama', 'Romance']","['student', 'friends', 'way', 'begins', 'man', 'new']",[ 4  7 18],['Comedy' 'Drama' 'Romance'],5270,[80 30 90  2 53 59],['student' 'friends' 'way' 'begins' 'man' 'new']
16574,,18,,Superchill,Superhost,5.5,"['Comedy', 'Horror', 'Thriller']",[],[ 4 12 21],['Comedy' 'Horror' 'Thriller'],7195,[],[]
16575,,15,R,KRU Studios,Deadline,4.6,"['Drama', 'Horror', 'Thriller']","['house', 'time']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],4558,[39 84],['house' 'time']
16576,,18,R,1428 Films,Aileen Wuornos: American Boogeywoman,3.8,"['Drama', 'Horror', 'Thriller']","['killer', 'high', 'years', 'family', 'man', 'new']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],42,[44 37 97 22 53 59],['killer' 'high' 'years' 'family' 'man' 'new']
16577,,18,Not Rated,Pretty People Pictures,Eat,5.1,"['Drama', 'Horror', 'Thriller']","['tries', 'best', 'relationship', 'night', 'years', 'world', 'friend']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],6170,[86  3 68 60 97 95 29],['tries' 'best' 'relationship' 'night' 'years' 'world' 'friend']
16578,,,Not Rated,Calach Films,Skin Walker,4.2,"['Drama', 'Horror', 'Mystery', 'Thriller']","['forced', 'true', 'woman', 'family', 'young', 'past']",[ 7 12 15 21],['Drama' 'Horror' 'Mystery' 'Thriller'],1800,[28 87 92 22 99 63],['forced' 'true' 'woman' 'family' 'young' 'past']
16579,,,R,Noodles Production,Don't Grow Up,4.6,"['Drama', 'Horror', 'Sci-Fi']","['story', 'group']",[ 7 12 19],['Drama' 'Horror' 'Sci-Fi'],5672,[79 35],['story' 'group']
16580,,15,,441 Films,Cruel Summer,5.4,"['Drama', 'Horror', 'Thriller']",['young'],[ 7 12 21],['Drama' 'Horror' 'Thriller'],149,[99],['young']
16581,,,Not Rated,TJ²,The Unearthing,5.2,"['Family', 'Horror', 'Mystery']","['meets', 'girl', 'father']",[ 8 12 15],['Family' 'Horror' 'Mystery'],7246,[54 33 23],['meets' 'girl' 'father']
16582,,18,,Axiom Movie Production Company,The Axiom,4.7,"['Fantasy', 'Horror', 'Mystery']","['woman', 'world', 'group', 'young']",[ 9 12 15],['Fantasy' 'Horror' 'Mystery'],987,[92 95 35 99],['woman' 'world' 'group' 'young']
16583,,,,GK Studio Productions,Light from the Tower,2.4,"['Comedy', 'Drama', 'Mystery', 'Thriller']","['soon', 'set', 'student', 'film']",[ 4  7 15 21],['Comedy' 'Drama' 'Mystery' 'Thriller'],3651,[77 74 80 25],['soon' 'set' 'student' 'film']
16584,,15,TV-MA,DRF Productions,What Lies Below,4.4,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['look', 'girl', 'mother', 'returns', 'year', 'home', 'make', 'man', 'new', 'old']",[ 7 12 15 19 21],['Drama' 'Horror' 'Mystery' 'Sci-Fi' 'Thriller'],2536,[50 33 56 69 96 38 52 53 59 61],['look' 'girl' 'mother' 'returns' 'year' 'home' 'make' 'man' 'new' 'old']
16585,,15,,Grellman Film,Mermaid Down,4.4,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",['home'],[ 9 12 15 21],['Fantasy' 'Horror' 'Mystery' 'Thriller'],3901,[38],['home']
16586,,,TV-MA,Triventure Films,By Any Means,4.1,"['Crime', 'Drama', 'Mystery', 'Thriller']","['gets', 'story', 'night', 'police', 'man']",[ 5  7 15 21],['Crime' 'Drama' 'Mystery' 'Thriller'],7589,[32 79 60 65 53],['gets' 'story' 'night' 'police' 'man']
16587,,,R,Keshet Studios,Save Yourselves!,5.8,"['Adventure', 'Comedy', 'Sci-Fi']","['falls', 'couple', 'young']",[ 1  4 19],['Adventure' 'Comedy' 'Sci-Fi'],4597,[21  9 99],['falls' 'couple' 'young']
16588,,15,Not Rated,Living Out Loud Films,The Harvest,6.1,"['Drama', 'Mystery', 'Thriller']","['girl', 'couple', 'son', 'lives', 'young']",[ 7 15 21],['Drama' 'Mystery' 'Thriller'],4902,[33  9 76 46 99],['girl' 'couple' 'son' 'lives' 'young']
16589,,15,Not Rated,Circus Pictures,Destination: Dewsbury,4.9,['Comedy'],"['follows', 'time', 'men']",[4],['Comedy'],2206,[27 84 55],['follows' 'time' 'men']
16590,,15,R,Allied Vision,Howling V: The Rebirth,4.3,['Horror'],['group'],[12],['Horror'],536,[35],['group']
16591,,15,Unrated,23ten,The Devil's Doorway,5.3,['Horror'],"['father', 'home', 'women']",[12],['Horror'],84,[23 38 93],['father' 'home' 'women']
16592,,15,Not Rated,Animal Kingdom,Partisan,5.8,['Drama'],"['boy', 'finds']",[7],['Drama'],665,[ 4 26],['boy' 'finds']
16593,,,PG,Concorde Pictures,A Cry in the Wild,5.8,"['Action', 'Adventure', 'Thriller']","['boy', 'mother']",[ 0  1 21],['Action' 'Adventure' 'Thriller'],2332,[ 4 56],['boy' 'mother']
16594,,,R,Dark Passage Films,Pickings,4.9,"['Comedy', 'Crime', 'Thriller', 'Western']","['soon', 'mother', 'mysterious', 'past']",[ 4  5 21 23],['Comedy' 'Crime' 'Thriller' 'Western'],2574,[77 56 58 63],['soon' 'mother' 'mysterious' 'past']
16595,,15,Not Rated,553AM Creative Group,Memory Lane,5.2,"['Crime', 'Sci-Fi', 'Thriller']","['war', 'killer', 'world']",[ 5 19 21],['Crime' 'Sci-Fi' 'Thriller'],170,[89 44 95],['war' 'killer' 'world']
16596,,,,CRA Entertainment,The Evil Down the Street,3.7,"['Drama', 'Horror', 'Mystery', 'Thriller']","['true', 'family', 'home', 'new']",[ 7 12 15 21],['Drama' 'Horror' 'Mystery' 'Thriller'],1782,[87 22 38 59],['true' 'family' 'home' 'new']
16597,,15,R,Uninflected Pictures,Tyger Tyger,4.1,"['Adventure', 'Romance', 'Western']","['city', 'drug', 'life', 'woman', 'friend']",[ 1 18 23],['Adventure' 'Romance' 'Western'],7659,[ 6 18 45 92 29],['city' 'drug' 'life' 'woman' 'friend']
16598,,15,Not Rated,BBC Films,My Scientology Movie,6.6,['Documentary'],['goes'],[6],['Documentary'],1011,[34],['goes']
16600,,,Not Rated,Emblematic Pictures,Last Ferry,5.0,"['Crime', 'Drama', 'Thriller']","['murder', 'soon', 'killer', 'friends', 'discovers', 'young']",[ 5  7 21],['Crime' 'Drama' 'Thriller'],3020,[57 77 44 30 16 99],['murder' 'soon' 'killer' 'friends' 'discovers' 'young']
16601,,15,R,Blank Page Productions,Glassland,6.0,['Drama'],"['gets', 'story', 'drug', 'mother', 'save', 'set', 'world', 'young']",[7],['Drama'],1406,[32 79 18 56 71 74 95 99],['gets' 'story' 'drug' 'mother' 'save' 'set' 'world' 'young']
16602,,18,Not Rated,Carnaby International,The Wee Man,6.1,['Drama'],"['true', 'story', 'life']",[7],['Drama'],1902,[87 79 45],['true' 'story' 'life']
16603,,15,,Dark Rift Films,The Creature Below,3.8,"['Horror', 'Sci-Fi']","['discovers', 'young']",[12 19],['Horror' 'Sci-Fi'],2576,[16 99],['discovers' 'young']
16604,,,Not Rated,Visionz,Skybound,4.1,"['Action', 'Thriller']",['mysterious'],[ 0 21],['Action' 'Thriller'],7765,[58],['mysterious']
16605,,15,,Hex Media,Lord of Tears,4.9,"['Drama', 'Horror']","['school', 'home', 'mysterious', 'past']",[ 7 12],['Drama' 'Horror'],4080,[72 38 58 63],['school' 'home' 'mysterious' 'past']
16606,,18,Unrated,Fat Cigar Productions,House on Willow Street,4.6,"['Action', 'Crime', 'Horror', 'Thriller']","['soon', 'woman', 'secret', 'young']",[ 0  5 12 21],['Action' 'Crime' 'Horror' 'Thriller'],3243,[77 92 73 99],['soon' 'woman' 'secret' 'young']
16607,,18,R,Fugitive Features,Final Cut,5.9,"['Drama', 'Thriller']","['friends', 'years', 'film', 'turns', 'secret']",[ 7 21],['Drama' 'Thriller'],3589,[30 97 25 88 73],['friends' 'years' 'film' 'turns' 'secret']
16608,,12A,,Pathe Productions,Africa United,6.5,"['Adventure', 'Comedy', 'Drama']","['story', 'world', 'way']",[1 4 7],['Adventure' 'Comedy' 'Drama'],5960,[79 95 90],['story' 'world' 'way']
16609,,15,,Dead Pixel Productions,Dune Drifter,3.5,"['Action', 'Drama', 'Sci-Fi', 'Thriller']","['save', 'life']",[ 0  7 19 21],['Action' 'Drama' 'Sci-Fi' 'Thriller'],2638,[71 45],['save' 'life']
16610,,15,,Brighthelm Films,Darkest Day,3.5,"['Action', 'Adventure', 'Horror']","['forced', 'small', 'soon', 'city', 'group', 'journey', 'discovers']",[ 0  1 12],['Action' 'Adventure' 'Horror'],1625,[28 75 77  6 35 42 16],['forced' 'small' 'soon' 'city' 'group' 'journey' 'discovers']
16611,,18,Not Rated,Blue Light,The Owners,5.0,"['Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']","['house', 'friends', 'group', 'home']",[ 4  5 12 15 21],['Comedy' 'Crime' 'Horror' 'Mystery' 'Thriller'],1455,[39 30 35 38],['house' 'friends' 'group' 'home']
16613,,U,PG,Cinema Fund,Pinocchio: A True Story,3.4,"['Animation', 'Family', 'Fantasy']","['world', 'run', 'young']",[2 8 9],['Animation' 'Family' 'Fantasy'],2142,[95 70 99],['world' 'run' 'young']
16614,,15,R,Augenschein Filmproduktion,7500,6.3,"['Action', 'Drama', 'Thriller']","['save', 'lives', 'american']",[ 0  7 21],['Action' 'Drama' 'Thriller'],928,[71 46  1],['save' 'lives' 'american']
